GEOID,total_li_units,market_share_total,tenure_renter_occupied,tenure_owner_occupied,tenure_total,percent_renter_occupied,percent_owner_occupied,li_housing_share
37119000101,NA,0.3541666666666667,665,42,707,0.9405940594059405,0.0594059405940594,NA
37119000102,NA,0.1588235294117647,1343,321,1664,0.8070913461538461,0.19290865384615385,NA
37119000103,NA,0.3047619047619048,743,275,1018,0.7298624754420432,0.27013752455795675,NA
37119000104,NA,0.6189336689499252,389,487,876,0.4440639269406393,0.5559360730593608,NA
37119000301,NA,0.6189336689499252,467,88,555,0.8414414414414414,0.15855855855855855,NA
37119000302,NA,0.11009174311926606,495,128,623,0.7945425361155698,0.20545746388443017,NA
37119000401,NA,0.5714285714285714,959,112,1071,0.8954248366013072,0.10457516339869281,NA
37119000402,NA,0.6189336689499252,1215,47,1262,0.9627575277337559,0.03724247226624406,NA
37119000501,NA,0.42038216560509556,623,251,874,0.7128146453089245,0.28718535469107553,NA
37119000502,NA,0.37305699481865284,743,66,809,0.9184177997527813,0.0815822002472188,NA
37119000503,NA,0.18699186991869918,675,413,1088,0.6204044117647058,0.3795955882352941,NA
37119000600,168,0.6506849315068494,1202,378,1580,0.760759493670886,0.23924050632911392,0.10632911392405063
37119000700,NA,0.8936170212765957,754,151,905,0.8331491712707182,0.16685082872928178,NA
37119000800,401,0.6476190476190476,714,599,1313,0.5437928408225438,0.4562071591774562,0.3054074638233054
37119000900,7,0.636986301369863,304,520,824,0.36893203883495146,0.6310679611650486,0.00849514563106796
37119001000,NA,0.8017241379310345,880,796,1676,0.5250596658711217,0.47494033412887826,NA
37119001100,NA,0.41501103752759383,986,710,1696,0.5813679245283019,0.4186320754716981,NA
37119001200,33,0.8629807692307693,838,1154,1992,0.4206827309236948,0.5793172690763052,0.016566265060240965
37119001300,NA,0.5548489666136724,963,844,1807,0.5329275041505257,0.46707249584947425,NA
37119001400,299,0.6030927835051546,796,847,1643,0.4844796104686549,0.515520389531345,0.1819841752891053
37119001504,269,0.871177015755329,1406,1168,2574,0.5462315462315462,0.45376845376845376,0.10450660450660451
37119001505,438,0.8044315992292871,265,1224,1489,0.17797179314976494,0.822028206850235,0.2941571524513096
37119001507,NA,0.6448598130841121,1125,302,1427,0.7883672039243167,0.21163279607568325,NA
37119001508,NA,0.7919762258543833,1001,1402,2403,0.4165626300457761,0.5834373699542239,NA
37119001509,78,0.304282494365139,379,758,1137,0.3333333333333333,0.6666666666666666,0.06860158311345646
37119001510,121,0.6189336689499252,567,610,1177,0.4817332200509771,0.5182667799490229,0.102803738317757
37119001603,NA,0.5488069414316703,1086,677,1763,0.6159954622802042,0.3840045377197958,NA
37119001605,NA,0.7352941176470589,576,193,769,0.7490247074122237,0.25097529258777634,NA
37119001606,NA,0.6278814489571899,950,565,1515,0.6270627062706271,0.37293729372937295,NA
37119001607,NA,0.8813868613138686,855,237,1092,0.782967032967033,0.21703296703296704,NA
37119001608,NA,0.8857901726427623,925,689,1614,0.5731102850061958,0.42688971499380424,NA
37119001609,NA,0.6845827439886846,715,486,1201,0.5953372189841799,0.40466278101582015,NA
37119001701,24,0.7948016415868673,1505,430,1935,0.7777777777777778,0.2222222222222222,0.012403100775193798
37119001702,NA,0.699625468164794,1422,863,2285,0.6223194748358862,0.37768052516411377,NA
37119001801,1,0.6189336689499252,538,195,733,0.7339699863574352,0.2660300136425648,0.001364256480218281
37119001802,NA,0.6585365853658537,969,767,1736,0.5581797235023042,0.44182027649769584,NA
37119001910,150,0.6189336689499252,1090,827,1917,0.5685967657798644,0.43140323422013566,0.0782472613458529
37119001911,78,0.6189336689499252,736,1374,2110,0.34881516587677724,0.6511848341232227,0.03696682464454976
37119001914,NA,0.7609970674486803,828,524,1352,0.6124260355029586,0.3875739644970414,NA
37119001916,NA,0.5786713286713286,536,996,1532,0.34986945169712796,0.6501305483028721,NA
37119001917,NA,0.5394295302013423,678,683,1361,0.4981631153563556,0.5018368846436444,NA
37119001918,128,0.9787985865724381,1282,418,1700,0.7541176470588236,0.24588235294117647,0.07529411764705882
37119001919,NA,0.6189336689499252,680,939,1619,0.420012353304509,0.5799876466954911,NA
37119001920,NA,0.7373175816539264,631,1027,1658,0.38057901085645357,0.6194209891435465,NA
37119001921,NA,0.7168576104746317,257,599,856,0.3002336448598131,0.6997663551401869,NA
37119001922,NA,0.6452955870108243,541,1184,1725,0.3136231884057971,0.6863768115942029,NA
37119001923,216,0.7383561643835617,895,700,1595,0.5611285266457681,0.438871473354232,0.135423197492163
37119001924,NA,0.6189336689499252,509,330,839,0.6066746126340882,0.3933253873659118,NA
37119001925,NA,0.7869379014989293,1337,473,1810,0.7386740331491712,0.2613259668508287,NA
37119001926,NA,0.6830065359477124,1268,508,1776,0.713963963963964,0.28603603603603606,NA
37119001927,NA,0.8470588235294118,1286,0,1286,1,0,NA
37119002004,NA,0.4319526627218935,927,1245,2172,0.42679558011049723,0.5732044198895028,NA
37119002005,NA,0.38524590163934425,1053,293,1346,0.7823179791976226,0.21768202080237742,NA
37119002006,NA,0.45263157894736844,343,1106,1449,0.23671497584541062,0.7632850241545893,NA
37119002007,NA,0.9342560553633218,546,557,1103,0.49501359927470534,0.5049864007252947,NA
37119002008,NA,0.6709511568123393,27,1249,1276,0.02115987460815047,0.9788401253918495,NA
37119002100,NA,0.8352272727272727,784,604,1388,0.5648414985590778,0.43515850144092216,NA
37119002201,NA,0.6292517006802721,456,611,1067,0.42736644798500467,0.5726335520149953,NA
37119002202,NA,0.5949656750572082,586,715,1301,0.4504227517294389,0.5495772482705611,NA
37119002300,327,0.7180667433831991,974,250,1224,0.795751633986928,0.2042483660130719,0.26715686274509803
37119002400,NA,0.6323024054982818,1205,591,1796,0.670935412026726,0.3290645879732739,NA
37119002500,NA,0.425414364640884,994,356,1350,0.7362962962962963,0.2637037037037037,NA
37119002600,153,0.8582089552238806,386,279,665,0.5804511278195489,0.4195488721804511,0.23007518796992482
37119002701,NA,0.18571428571428572,221,1034,1255,0.17609561752988048,0.8239043824701195,NA
37119002702,NA,0.33480500367917587,360,1684,2044,0.1761252446183953,0.8238747553816047,NA
37119002800,NA,0.26380368098159507,89,1462,1551,0.05738233397807866,0.9426176660219213,NA
37119002903,86,0.4469496021220159,975,980,1955,0.49872122762148335,0.5012787723785166,0.043989769820971865
37119002905,NA,0.43670886075949367,345,890,1235,0.2793522267206478,0.7206477732793523,NA
37119002907,NA,0.45394736842105265,749,620,1369,0.5471146822498174,0.4528853177501826,NA
37119002908,NA,0.590288315629742,379,1011,1390,0.27266187050359714,0.7273381294964029,NA
37119002909,NA,0.47384615384615386,593,265,858,0.6911421911421911,0.30885780885780884,NA
37119002910,NA,0.777027027027027,1175,586,1761,0.6672345258375922,0.3327654741624077,NA
37119003006,NA,0.7310252996005326,688,1336,2024,0.33992094861660077,0.6600790513833992,NA
37119003008,55,0.40702479338842973,1082,1568,2650,0.40830188679245283,0.5916981132075472,0.020754716981132074
37119003012,NA,0.6046228710462287,891,986,1877,0.4746936600958977,0.5253063399041022,NA
37119003013,NA,0.6513274336283186,104,1819,1923,0.05408216328653146,0.9459178367134685,NA
37119003015,NA,0.47304170905391657,188,1715,1903,0.09879138202837624,0.9012086179716238,NA
37119003016,160,0.7057808455565142,945,812,1757,0.5378486055776892,0.46215139442231074,0.09106431417188389
37119003017,NA,0.6028833551769331,213,1288,1501,0.1419053964023984,0.8580946035976016,NA
37119003018,NA,0.6294642857142857,419,724,1143,0.3665791776027997,0.6334208223972003,NA
37119003019,NA,0.6210526315789474,87,696,783,0.1111111111111111,0.8888888888888888,NA
37119003020,NA,0.3374880153403643,65,1512,1577,0.04121750158528852,0.9587824984147115,NA
37119003021,NA,0.29265536723163843,396,680,1076,0.3680297397769517,0.6319702602230484,NA
37119003022,NA,0.3150557620817844,198,1383,1581,0.1252371916508539,0.8747628083491461,NA
37119003102,163,0.6189336689499252,1236,950,2186,0.565416285452882,0.434583714547118,0.07456541628545288
37119003105,NA,0.5995893223819302,241,1474,1715,0.14052478134110788,0.8594752186588921,NA
37119003106,NA,0.6593023255813953,520,1314,1834,0.2835332606324973,0.7164667393675027,NA
37119003108,NA,0.7219020172910663,967,501,1468,0.6587193460490464,0.3412806539509537,NA
37119003109,NA,0.8740581270182992,1519,21,1540,0.9863636363636363,0.013636363636363636,NA
37119003110,NA,0.8897058823529411,221,801,1022,0.2162426614481409,0.7837573385518591,NA
37119003111,NA,0.29015544041450775,853,825,1678,0.5083432657926102,0.49165673420738976,NA
37119003201,NA,0.921832884097035,335,885,1220,0.27459016393442626,0.7254098360655737,NA
37119003203,NA,0.6189336689499252,1009,331,1340,0.7529850746268657,0.24701492537313433,NA
37119003204,104,0.7894736842105263,542,1075,1617,0.33518862090290663,0.6648113790970934,0.06431663574520717
37119003301,NA,0.9591836734693877,681,91,772,0.8821243523316062,0.11787564766839378,NA
37119003302,NA,0.9868995633187773,466,724,1190,0.3915966386554622,0.6084033613445378,NA
37119003401,NA,0.678391959798995,599,425,1024,0.5849609375,0.4150390625,NA
37119003402,NA,0.6483870967741936,553,1167,1720,0.32151162790697674,0.6784883720930233,NA
37119003500,NA,0.5979020979020979,626,972,1598,0.39173967459324155,0.6082603254067585,NA
37119003600,99,0.6189336689499252,1233,700,1933,0.6378685980341439,0.3621314019658562,0.0512157268494568
37119003701,NA,0.6521739130434783,1164,0,1164,1,0,NA
37119003702,NA,0.7020725388601037,987,103,1090,0.9055045871559633,0.0944954128440367,NA
37119003802,586,0.5508196721311476,773,440,1213,0.6372629843363561,0.36273701566364386,0.4830997526793075
37119003805,80,0.7428571428571429,1635,365,2000,0.8175,0.1825,0.04
37119003807,707,0.6189336689499252,986,549,1535,0.6423452768729642,0.35765472312703583,0.46058631921824106
37119003808,351,0.9716790289952798,1725,422,2147,0.8034466697717746,0.19655333022822544,0.16348393106660455
37119003809,NA,0.7777777777777778,616,632,1248,0.4935897435897436,0.5064102564102564,NA
37119003810,NA,0.603401969561325,1082,500,1582,0.683944374209861,0.31605562579013907,NA
37119003811,NA,0.6189336689499252,572,375,947,0.604012671594509,0.395987328405491,NA
37119003902,545,0.759493670886076,1301,669,1970,0.6604060913705584,0.3395939086294416,0.2766497461928934
37119003903,NA,0.6189336689499252,813,55,868,0.9366359447004609,0.06336405529953917,NA
37119004000,813,0.6032461677186655,979,822,1801,0.5435868961687951,0.45641310383120487,0.45141588006662964
37119004101,NA,0.4034582132564842,535,273,808,0.6621287128712872,0.3378712871287129,NA
37119004102,NA,0.40714285714285714,761,612,1373,0.5542607428987618,0.4457392571012382,NA
37119004200,NA,0.8653846153846154,833,454,1287,0.6472416472416472,0.35275835275835277,NA
37119004302,211,0.5844961240310077,1080,706,1786,0.6047032474804032,0.39529675251959684,0.11814109742441209
37119004303,189,0.6189336689499252,310,679,989,0.3134479271991911,0.6865520728008089,0.1911021233569262
37119004304,NA,0.5689828801611279,647,748,1395,0.4637992831541219,0.5362007168458781,NA
37119004306,NA,0.7991266375545851,1286,33,1319,0.974981046247157,0.025018953752843062,NA
37119004307,NA,0.38735177865612647,441,1087,1528,0.28861256544502617,0.7113874345549738,NA
37119004400,NA,0.6189336689499252,641,901,1542,0.4156939040207523,0.5843060959792478,NA
37119004500,81,0.8991304347826087,562,733,1295,0.43397683397683395,0.566023166023166,0.06254826254826255
37119004600,81,0.6189336689499252,613,527,1140,0.537719298245614,0.46228070175438596,0.07105263157894737
37119004700,NA,0.4119318181818182,242,208,450,0.5377777777777778,0.4622222222222222,NA
37119004800,73,0.6189336689499252,964,602,1566,0.6155810983397191,0.384418901660281,0.04661558109833972
37119004900,NA,0.8425925925925926,69,203,272,0.2536764705882353,0.7463235294117647,NA
37119005000,452,0.6690391459074733,506,495,1001,0.5054945054945055,0.4945054945054945,0.4515484515484515
37119005100,143,0.6189336689499252,834,357,1191,0.7002518891687658,0.29974811083123426,0.1200671704450042
37119005200,144,0.728448275862069,531,241,772,0.6878238341968912,0.3121761658031088,0.18652849740932642
37119005301,106,0.44510135135135137,1164,468,1632,0.7132352941176471,0.2867647058823529,0.06495098039215687
37119005305,51,0.9431968295904888,1020,641,1661,0.6140878988561108,0.38591210114388924,0.030704394942805538
37119005306,500,0.6189336689499252,573,519,1092,0.5247252747252747,0.47527472527472525,0.45787545787545786
37119005307,NA,0.7583815028901734,1559,203,1762,0.8847900113507378,0.1152099886492622,NA
37119005308,NA,0.6189336689499252,894,69,963,0.9283489096573209,0.07165109034267912,NA
37119005403,76,0.5118155619596542,658,1235,1893,0.3475964078182779,0.6524035921817222,0.040147913365029056
37119005404,NA,0.8936842105263157,785,1036,1821,0.43108182317408017,0.5689181768259198,NA
37119005405,NA,0.68140589569161,410,743,1153,0.35559410234171723,0.6444058976582827,NA
37119005406,NA,0.5899880810488677,788,882,1670,0.4718562874251497,0.5281437125748503,NA
37119005508,NA,0.538961038961039,286,1308,1594,0.1794228356336261,0.820577164366374,NA
37119005510,NA,0.7417668583376895,936,1319,2255,0.4150776053215078,0.5849223946784923,NA
37119005511,497,0.6189336689499252,1231,584,1815,0.6782369146005509,0.32176308539944903,0.2738292011019284
37119005512,2,0.6799375487900078,682,1472,2154,0.3166202414113278,0.6833797585886723,9.285051067780873e-4
37119005513,NA,0.5518102372034956,280,1344,1624,0.1724137931034483,0.8275862068965517,NA
37119005515,NA,0.8264705882352941,118,859,977,0.12077789150460594,0.8792221084953941,NA
37119005516,NA,0.40559440559440557,93,581,674,0.13798219584569732,0.8620178041543026,NA
37119005517,NA,0.5984555984555985,412,1371,1783,0.2310712282669658,0.7689287717330342,NA
37119005519,NA,0.5914634146341463,1172,1123,2295,0.5106753812636166,0.48932461873638344,NA
37119005520,NA,0.6245353159851301,152,1430,1582,0.09608091024020228,0.9039190897597977,NA
37119005522,NA,0.6109289617486339,1380,660,2040,0.6764705882352942,0.3235294117647059,NA
37119005525,NA,0.519163763066202,569,783,1352,0.4208579881656805,0.5791420118343196,NA
37119005526,NA,0.6189336689499252,117,1009,1126,0.10390763765541741,0.8960923623445826,NA
37119005527,NA,0.4279379157427938,599,777,1376,0.43531976744186046,0.5646802325581395,NA
37119005528,NA,0.8185328185328186,904,945,1849,0.4889129259058951,0.5110870740941049,NA
37119005529,NA,0.6189336689499252,500,251,751,0.6657789613848203,0.33422103861517977,NA
37119005530,NA,0.7705223880597015,376,946,1322,0.2844175491679274,0.7155824508320726,NA
37119005531,NA,0.4181264280274181,942,1263,2205,0.4272108843537415,0.5727891156462585,NA
37119005532,NA,0.5531914893617021,1785,426,2211,0.8073270013568521,0.1926729986431479,NA
37119005533,NA,0.6189336689499252,614,80,694,0.8847262247838616,0.11527377521613832,NA
37119005534,NA,0.4484629294755877,2195,126,2321,0.9457130547177941,0.05428694528220594,NA
37119005535,NA,0.6893353941267388,1380,418,1798,0.7675194660734149,0.2324805339265851,NA
37119005536,NA,0.879948914431673,1453,1080,2533,0.5736281089617055,0.42637189103829454,NA
37119005604,NA,0.15225424981522542,768,208,976,0.7868852459016393,0.21311475409836064,NA
37119005609,NA,0.8801652892561983,1561,95,1656,0.9426328502415459,0.057367149758454104,NA
37119005610,90,0.6189336689499252,716,533,1249,0.5732586068855084,0.4267413931144916,0.07205764611689351
37119005611,NA,0.6615384615384615,700,878,1578,0.4435994930291508,0.5564005069708492,NA
37119005612,NA,0.7652733118971061,576,1564,2140,0.2691588785046729,0.7308411214953271,NA
37119005613,NA,0.5662949194547707,329,862,1191,0.2762384550797649,0.7237615449202351,NA
37119005615,NA,0.6269230769230769,83,636,719,0.11543810848400557,0.8845618915159944,NA
37119005616,NA,0.5619694397283531,282,446,728,0.3873626373626374,0.6126373626373627,NA
37119005617,152,0.6189336689499252,83,801,884,0.09389140271493213,0.9061085972850679,0.17194570135746606
37119005618,NA,0.5495818399044206,184,831,1015,0.1812807881773399,0.81871921182266,NA
37119005619,NA,0.6189336689499252,222,1418,1640,0.1353658536585366,0.8646341463414634,NA
37119005621,NA,0.5118577075098815,488,1782,2270,0.21497797356828194,0.785022026431718,NA
37119005622,NA,0.697986577181208,887,174,1061,0.8360037700282752,0.16399622997172478,NA
37119005623,NA,0.6132404181184669,1799,385,2184,0.8237179487179487,0.1762820512820513,NA
37119005624,NA,0.6189336689499252,130,749,879,0.14789533560864618,0.8521046643913538,NA
37119005625,NA,0.4508333333333333,385,1793,2178,0.17676767676767677,0.8232323232323232,NA
37119005626,NA,0.7238979118329466,298,1044,1342,0.22205663189269748,0.7779433681073026,NA
37119005627,NA,0.6116870876531574,481,1818,2299,0.2092214006089604,0.7907785993910396,NA
37119005709,NA,0.6420545746388443,920,1045,1965,0.4681933842239186,0.5318066157760815,NA
37119005710,NA,0.8120950323974082,982,920,1902,0.5162986330178759,0.48370136698212407,NA
37119005712,NA,0.7698815566835872,122,1116,1238,0.09854604200323101,0.901453957996769,NA
37119005713,NA,0.5936675461741425,137,1484,1621,0.08451573103022826,0.9154842689697718,NA
37119005714,NA,0.6237885462555066,148,2057,2205,0.06712018140589569,0.9328798185941043,NA
37119005715,NA,0.4556213017751479,66,940,1006,0.06560636182902585,0.9343936381709742,NA
37119005716,86,0.5275103163686382,416,1441,1857,0.22401723209477653,0.7759827679052235,0.046311254711900916
37119005718,NA,0.5813648293963255,237,1096,1333,0.17779444861215304,0.822205551387847,NA
37119005719,NA,0.7906137184115524,271,1194,1465,0.1849829351535836,0.8150170648464163,NA
37119005720,NA,0.5559322033898305,160,803,963,0.16614745586708204,0.833852544132918,NA
37119005721,NA,0.5668549905838042,396,1034,1430,0.27692307692307694,0.7230769230769231,NA
37119005722,NA,0.6189336689499252,75,750,825,0.09090909090909091,0.9090909090909091,NA
37119005723,NA,0.6189336689499252,962,508,1470,0.654421768707483,0.345578231292517,NA
37119005811,78,0.32537688442211055,392,1448,1840,0.21304347826086956,0.7869565217391304,0.042391304347826085
37119005815,NA,0.5094890510948905,517,1018,1535,0.33680781758957656,0.6631921824104234,NA
37119005816,NA,0.5112960760998811,309,1343,1652,0.18704600484261502,0.812953995157385,NA
37119005817,NA,0.6075581395348837,311,1326,1637,0.18998167379352474,0.8100183262064753,NA
37119005824,298,0.7644557823129252,608,1016,1624,0.37438423645320196,0.625615763546798,0.1834975369458128
37119005826,NA,0.6960132890365448,354,727,1081,0.3274745605920444,0.6725254394079556,NA
37119005827,NA,0.6189336689499252,730,405,1135,0.6431718061674009,0.3568281938325991,NA
37119005828,NA,0.3413705583756345,315,1396,1711,0.18410286382232613,0.8158971361776739,NA
37119005829,NA,0.6189336689499252,832,99,931,0.8936627282491945,0.10633727175080558,NA
37119005830,NA,0.5955414012738853,377,1074,1451,0.25982081323225364,0.7401791867677464,NA
37119005832,NA,0.5523504273504274,314,688,1002,0.313373253493014,0.6866267465069861,NA
37119005833,NA,0.4769372693726937,447,1500,1947,0.2295839753466872,0.7704160246533128,NA
37119005834,NA,0.7341463414634146,587,944,1531,0.3834095362508165,0.6165904637491836,NA
37119005835,NA,0.5742251223491027,113,802,915,0.12349726775956284,0.8765027322404372,NA
37119005836,NA,0.6189336689499252,166,1212,1378,0.1204644412191582,0.8795355587808418,NA
37119005839,NA,0.7146666666666667,661,560,1221,0.5413595413595413,0.45864045864045866,NA
37119005840,NA,0.8668478260869565,274,518,792,0.34595959595959597,0.6540404040404041,NA
37119005843,NA,0.7275132275132276,294,875,1169,0.25149700598802394,0.7485029940119761,NA
37119005845,NA,0.8552544613350959,756,1247,2003,0.37743384922616074,0.6225661507738393,NA
37119005846,NA,0.5617059891107078,3,1255,1258,0.0023847376788553257,0.9976152623211447,NA
37119005847,NA,0.49879129734085415,436,1470,1906,0.22875131164742918,0.7712486883525709,NA
37119005848,NA,0.6131656804733728,34,1525,1559,0.021808851828094934,0.9781911481719051,NA
37119005849,NA,0.7328125,141,1076,1217,0.11585866885784717,0.8841413311421529,NA
37119005850,NA,0.6189336689499252,549,453,1002,0.5479041916167665,0.45209580838323354,NA
37119005851,NA,0.7997946611909651,255,1335,1590,0.16037735849056603,0.839622641509434,NA
37119005852,NA,0.6189336689499252,759,456,1215,0.6246913580246913,0.37530864197530867,NA
37119005853,NA,0.42011834319526625,848,289,1137,0.7458223394898856,0.2541776605101143,NA
37119005854,NA,0.6189336689499252,902,334,1236,0.7297734627831716,0.2702265372168285,NA
37119005855,NA,0.6922413793103448,602,1145,1747,0.34459072696050375,0.6554092730394963,NA
37119005856,NA,0.6189336689499252,393,602,995,0.3949748743718593,0.6050251256281407,NA
37119005857,NA,0.6189336689499252,131,769,900,0.14555555555555555,0.8544444444444445,NA
37119005858,NA,0.9208185053380783,880,623,1503,0.5854956753160346,0.4145043246839654,NA
37119005859,NA,0.9531835205992509,467,772,1239,0.37691686844229216,0.6230831315577078,NA
37119005860,NA,0.7245206861755802,934,780,1714,0.544924154025671,0.45507584597432904,NA
37119005861,NA,0.6189336689499252,377,991,1368,0.27558479532163743,0.7244152046783626,NA
37119005862,NA,0.7336309523809523,168,932,1100,0.15272727272727274,0.8472727272727273,NA
37119005863,NA,0.7321792260692465,377,909,1286,0.2931570762052877,0.7068429237947123,NA
37119005864,NA,0.8861267040898155,448,1220,1668,0.2685851318944844,0.7314148681055156,NA
37119005865,NA,0.7722419928825622,203,618,821,0.24725943970767356,0.7527405602923264,NA
37119005866,NA,0.6189336689499252,1959,40,1999,0.9799899949974987,0.02001000500250125,NA
37119005867,NA,0.6189336689499252,1108,512,1620,0.6839506172839506,0.3160493827160494,NA
37119005868,NA,0.27647058823529413,363,568,931,0.38990332975295383,0.6100966702470462,NA
37119005908,NA,0.9049586776859504,106,767,873,0.12142038946162657,0.8785796105383734,NA
37119005910,NA,0.5785932721712538,1224,818,2042,0.5994123408423114,0.4005876591576885,NA
37119005913,145,0.6189336689499252,875,1929,2804,0.31205420827389446,0.6879457917261056,0.05171184022824536
37119005915,86,0.6510638297872341,1191,195,1386,0.8593073593073594,0.1406926406926407,0.06204906204906205
37119005916,168,0.7951388888888888,616,254,870,0.7080459770114943,0.29195402298850576,0.19310344827586207
37119005918,NA,0.6572908956328646,315,1275,1590,0.19811320754716982,0.8018867924528302,NA
37119005919,NA,0.5511182108626198,327,992,1319,0.24791508718726307,0.7520849128127369,NA
37119005920,NA,0.6189336689499252,490,383,873,0.561282932416953,0.43871706758304696,NA
37119005921,NA,0.605543710021322,536,790,1326,0.4042232277526395,0.5957767722473605,NA
37119005922,NA,0.6180620884289746,231,1179,1410,0.16382978723404254,0.8361702127659575,NA
37119005923,NA,0.5821237585943468,1027,736,1763,0.58252977878616,0.41747022121384003,NA
37119005924,NA,0.5935868754660701,421,1555,1976,0.21305668016194332,0.7869433198380567,NA
37119005925,NA,0.6738578680203046,120,852,972,0.12345679012345678,0.8765432098765432,NA
37119005926,NA,0.7588850174216027,175,2138,2313,0.07565931690445309,0.924340683095547,NA
37119005927,NA,0.5054509415262636,1428,1046,2474,0.5772029102667745,0.42279708973322555,NA
37119005928,NA,0.7486486486486487,77,448,525,0.14666666666666667,0.8533333333333334,NA
37119005929,NA,0.5491990846681922,484,1200,1684,0.28741092636579574,0.7125890736342043,NA
37119005930,NA,0.7953216374269005,768,462,1230,0.624390243902439,0.375609756097561,NA
37119005931,NA,0.8781512605042017,502,891,1393,0.3603732950466619,0.6396267049533381,NA
37119005932,NA,0.6436058700209644,277,683,960,0.28854166666666664,0.7114583333333333,NA
37119006005,NA,0.6882640586797066,201,927,1128,0.17819148936170212,0.8218085106382979,NA
37119006008,62,0.6189336689499252,352,1055,1407,0.2501776830135039,0.749822316986496,0.04406538734896944
37119006009,NA,0.612859097127223,350,961,1311,0.2669717772692601,0.7330282227307399,NA
37119006011,NA,0.6189336689499252,249,683,932,0.26716738197424894,0.7328326180257511,NA
37119006012,NA,0.8854166666666666,261,1252,1513,0.17250495703899538,0.8274950429610046,NA
37119006013,NA,0.8474178403755869,290,1307,1597,0.18159048215403883,0.8184095178459612,NA
37119006014,NA,0.43846153846153846,250,1136,1386,0.18037518037518038,0.8196248196248196,NA
37119006015,NA,0.6564344746162928,189,1163,1352,0.13979289940828402,0.860207100591716,NA
37119006016,NA,0.6189336689499252,504,455,959,0.5255474452554745,0.4744525547445255,NA
37119006103,202,0.6860643185298622,770,939,1709,0.4505558806319485,0.5494441193680515,0.1181977764774722
37119006105,NA,0.6476868327402135,305,778,1083,0.28162511542012925,0.7183748845798708,NA
37119006108,162,0.7243781094527363,375,1384,1759,0.21318931210915293,0.7868106878908471,0.09209778283115407
37119006109,76,0.6215022091310751,621,658,1279,0.48553557466770914,0.5144644253322909,0.05942142298670837
37119006110,NA,0.7930131004366813,733,1488,2221,0.330031517334534,0.669968482665466,NA
37119006111,NA,0.9443535188216039,467,926,1393,0.33524766690595836,0.6647523330940417,NA
37119006112,NA,0.76657824933687,710,329,1039,0.6833493743984601,0.31665062560153995,NA
37119006113,NA,0.6189336689499252,706,825,1531,0.4611365120836055,0.5388634879163945,NA
37119006114,NA,0.6189336689499252,573,810,1383,0.41431670281995664,0.5856832971800434,NA
37119006115,NA,0.28818897637795277,1962,0,1962,1,0,NA
37119006208,NA,0.4107142857142857,859,735,1594,0.5388958594730239,0.4611041405269762,NA
37119006209,NA,0.3856858846918489,1587,775,2362,0.6718882303132938,0.3281117696867062,NA
37119006210,NA,0.49824150058616645,443,1323,1766,0.2508493771234428,0.7491506228765572,NA
37119006211,NA,0.4105665181413113,231,2142,2373,0.09734513274336283,0.9026548672566371,NA
37119006212,NA,0.6067892503536068,816,969,1785,0.45714285714285713,0.5428571428571428,NA
37119006214,NA,0.5641025641025641,91,1292,1383,0.06579898770788142,0.9342010122921186,NA
37119006216,NA,0.4742268041237113,150,698,848,0.17688679245283018,0.8231132075471698,NA
37119006217,NA,0.5673249551166966,436,919,1355,0.32177121771217715,0.6782287822878229,NA
37119006218,NA,0.35772357723577236,42,975,1017,0.04129793510324484,0.9587020648967551,NA
37119006219,NA,0.18926974664679583,12,1062,1074,0.0111731843575419,0.9888268156424581,NA
37119006220,NA,0.23809523809523808,253,1259,1512,0.16732804232804233,0.8326719576719577,NA
37119006221,NA,0.7248520710059172,150,1150,1300,0.11538461538461539,0.8846153846153846,NA
37119006222,NA,0.37537537537537535,113,1265,1378,0.08200290275761973,0.9179970972423802,NA
37119006223,NA,0.5,164,714,878,0.1867881548974943,0.8132118451025057,NA
37119006224,NA,0.9686274509803922,711,536,1247,0.570168404170008,0.429831595829992,NA
37119006305,NA,0.17075306479859895,85,1222,1307,0.06503442999234889,0.9349655700076511,NA
37119006306,NA,0.6189336689499252,31,441,472,0.06567796610169492,0.934322033898305,NA
37119006307,NA,0.36896877956480606,504,1288,1792,0.28125,0.71875,NA
37119006308,NA,0.6297198538367844,690,1011,1701,0.4056437389770723,0.5943562610229277,NA
37119006309,NA,0.7785547785547785,378,432,810,0.4666666666666667,0.5333333333333333,NA
37119006310,NA,0.7762645914396887,297,815,1112,0.2670863309352518,0.7329136690647482,NA
37119006311,NA,0.6181818181818182,65,1290,1355,0.04797047970479705,0.9520295202952029,NA
37119006403,32,0.35073529411764703,447,1299,1746,0.25601374570446733,0.7439862542955327,0.018327605956471937
37119006404,NA,0.600211528291909,30,2502,2532,0.011848341232227487,0.9881516587677726,NA
37119006407,NA,0.4560862865947612,459,986,1445,0.3176470588235294,0.6823529411764706,NA
37119006408,NA,0.4688473520249221,878,480,1358,0.646539027982327,0.35346097201767307,NA
37119006409,NA,0.48783977110157367,427,1116,1543,0.2767336357744653,0.7232663642255347,NA
37119006410,NA,0.7931506849315069,326,1035,1361,0.23952975753122704,0.7604702424687729,NA
37119006411,NA,0.5005636978579482,354,795,1149,0.30809399477806787,0.6919060052219321,NA
37119980100,NA,0.6189336689499252,0,0,0,NA,NA,NA
37119980200,NA,0.6189336689499252,0,0,0,NA,NA,NA
37119980300,NA,0.08333333333333333,0,12,12,0,1,NA
